WorkoutType;WorkoutDay;Distance in km;PowerAverage;PowerMax;time;HeartRateAverage;HeartRateMax;TSS;HRZone1Minutes;HRZone2Minutes;HRZone3Minutes;HRZone4Minutes;HRZone5Minutes;PWRZone1Minutes;PWRZone2Minutes;PWRZone3Minutes;PWRZone4Minutes;PWRZone5Minutes;PWRZone6Minutes;time_standardized
Bike;2024-02-15;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-02-15;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
Custom;2024-02-15;0;;;00:10:60;;;;;;;;;;;;;;;00:10:00
MTB;2024-02-15;48,65476172;182;754;02:59:27;122;170;242,66;59;102;2;4;0;66;20;26;32;36;;02:59:00
Bike;2024-02-16;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-02-16;25,87005078;152;867;01:46:38;110;139;89,16;51;42;0;0;0;46;20;27;9;5;;01:46:00
Bike;2024-02-17;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2024-02-17;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-02-17;25,59900977;181;1245;01:37:58;125;176;197,25;35;43;6;8;3;44;13;17;11;13;;01:37:00
Run;2024-02-17;5,242910156;;;00:34:54;122;145;43,46;10;22;0;0;0;;;;;;;00:34:00
MTB;2024-02-17;20,77424023;218;786;00:47:05;130;155;62,62;9;35;2;0;0;14;3;6;11;14;;00:47:00
Bike;2024-02-18;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-02-18;36,67483984;174;1337;02:37:28;118;153;157,12;47;99;0;0;0;52;26;44;24;11;;02:37:00
Run;2024-02-18;2,847840088;;;00:16:34;126;142;23,31;2;14;0;0;0;;;;;;;00:16:00
MTB;2024-02-20;22,89248047;186;1134;01:34:05;131;180;150,8;24;52;5;6;4;46;10;8;9;21;;01:34:00
Strength;2024-02-21;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-02-21;13,25907031;225;1002;00:29:32;137;170;52,89;4;21;3;2;0;9;4;6;3;7;;00:29:00
MTB;2024-02-21;27,14332031;302;1415;01:25:41;166;183;247,07;0;5;13;49;20;27;4;4;5;45;;01:25:00
MTB;2024-02-21;6,656549805;105;370;00:23:10;121;142;9,64;8;15;0;0;0;18;3;1;0;0;;00:23:00
Run;2024-02-22;1,687050049;;;00:11:21;112;131;11,4;7;3;0;0;0;;;;;;;00:11:00
MTB;2024-02-22;13,45192969;157;1260;01:02:28;117;147;57,08;23;36;0;0;0;31;11;7;6;8;;01:02:00
Strength;2024-02-23;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-02-23;13,15730957;;;00:57:08;126;164;46,45;16;35;4;2;0;;;;;;;00:57:00
MTB;2024-02-23;7,45572998;;;00:44:45;117;141;30,93;18;25;0;0;0;;;;;;;00:44:00
Strength;2024-02-24;0;;;00:15:00;;;;;;;;;;;;;;;00:15:00
MTB;2024-02-24;11,7019502;228;1381;00:27:22;136;170;62,13;6;16;4;2;0;11;3;2;2;9;;00:27:00
MTB;2024-02-24;7,806299805;134;348;00:23:31;117;139;13,57;10;13;0;0;0;13;6;4;0;0;;00:23:00
MTB;2024-02-24;26,27811914;292;1329;01:25:26;164;179;222,19;0;5;18;56;9;27;3;4;5;46;;01:25:00
Strength;2024-02-25;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-02-25;7,264339844;125;965;00:12:41;120;139;7,84;5;8;0;0;0;8;2;2;1;1;;00:12:00
MTB;2024-02-25;12,96466016;218;737;00:34:02;133;171;64,09;9;18;6;1;0;13;1;2;4;14;;00:34:00
MTB;2024-02-25;28,92965039;300;1394;01:26:26;160;179;219,63;0;10;34;42;5;26;4;4;5;47;;01:26:00
MTB;2024-02-26;37,74158984;150;685;01:38:45;107;134;63,05;72;18;0;0;0;45;33;15;4;1;;01:38:00
Bike;2024-02-27;18,50914063;200;734;00:43:37;129;164;60,56;11;28;3;0;0;16;6;7;6;9;;00:43:00
Bike;2024-02-28;26,59676953;169;880;01:09:59;126;162;153,96;25;35;8;1;0;45;9;4;2;9;;01:09:00
Bike;2024-02-29;39,07560938;175;660;01:31:04;122;165;113,8;32;49;4;4;0;37;20;13;10;10;;01:31:00
Bike;2024-02-29;13,15509961;175;766;00:30:36;126;142;28,37;8;23;0;0;0;11;6;6;6;2;;00:30:00
Run;2024-02-29;4,751830078;;;00:26:35;139;149;38,97;0;26;0;0;0;;;;;;;00:26:00
Day Off;2024-03-01;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-03-01;0;;;00:40:00;;;;;;;;;;;;;;;00:40:00
Bike;2024-03-02;61,91757813;197;827;02:24:18;131;174;238,47;42;69;5;24;4;57;27;15;8;37;;02:24:00
Strength;2024-03-02;0;;;00:15:00;;;;;;;;;;;;;;;00:15:00
Run;2024-03-02;4,087689941;;;00:20:26;143;166;40,41;0;16;4;0;0;;;;;;;00:20:00
Bike;2024-03-03;57,389;176;394;02:06:51;119;137;98,57;41;81;0;0;0;24;66;34;2;0;;02:06:00
MTB;2024-03-03;13,55358008;;;00:58:50;124;169;45,9;10;40;2;1;0;;;;;;;00:58:00
Bike;2024-03-04;35,61796094;172;630;01:32:22;125;171;153,62;40;35;6;11;0;45;15;9;6;18;;01:32:00
MTB;2024-03-04;21,05657031;144;484;01:25:45;117;142;64;38;44;0;0;0;40;19;17;7;2;;01:25:00
Bike;2024-03-05;100,769;152;432;03:02:44;110;127;98;160;17;0;0;0;84;92;5;1;0;;03:02:00
Day Off;2024-03-06;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2024-03-06;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-03-06;18,83946094;152;961;01:03:02;114;144;48,85;33;26;0;0;0;29;17;7;4;6;;01:03:00
Bike;2024-03-07;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-03-07;36,46826953;176;702;02:01:09;116;139;116,14;43;69;0;0;0;42;23;30;18;9;;02:01:00
Bike;2024-03-08;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-03-08;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-03-08;25,18928906;184;1199;01:34:53;132;173;114,73;16;72;3;3;1;44;11;11;8;21;;01:34:00
Bike;2024-03-09;4,46927002;232;567;00:23:40;133;160;33,93;3;18;2;0;0;5;3;5;5;6;;00:23:00
MTB;2024-03-09;6,847040039;109;374;00:27:01;;;12,13;;;;;;19;4;2;1;0;;00:27:00
MTB;2024-03-09;30,86228906;292;1356;01:44:39;161;177;263,05;1;9;39;48;15;38;4;4;5;54;;01:44:00
Bike;2024-03-10;71,04667969;231;484;02:20:14;131;153;193,1;19;113;3;0;0;25;11;33;45;26;;02:20:00
Bike;2024-03-11;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-03-11;0;;;00:30:00;;;;;;;;;;;;;;;00:30:00
MTB;2024-03-11;19,47433008;164;631;01:40:49;117;139;91,01;38;60;0;0;0;41;16;21;15;8;;01:40:00
Run;2024-03-11;7,712350098;;;00:41:05;137;155;64,07;2;38;0;0;0;;;;;;;00:41:00
MTB;2024-03-12;27,67178906;174;990;01:33:13;120;166;128,49;30;49;5;3;0;37;13;23;11;9;;01:33:00
MTB;2024-03-12;41,74571875;199;1591;01:28:56;128;161;150,46;21;60;7;1;0;34;20;20;6;8;;01:28:00
Custom;2024-03-13;0;;;00:10:00;;;;;;;;;;;;;;;00:10:00
MTB;2024-03-13;92,40571875;188;745;04:46:59;125;150;319,58;80;199;0;0;0;96;36;56;55;43;;04:46:00
Day Off;2024-03-14;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-03-14;7,466569824;156;1077;00:39:13;;;33,48;;;;;;20;3;5;4;6;;00:39:00
MTB;2024-03-15;42,60041016;213;853;01:46:40;125;148;147,52;27;72;0;0;0;27;12;17;31;20;;01:46:00
MTB;2024-03-15;58,672;189;952;02:09:57;123;170;174,49;39;75;5;6;0;46;25;29;18;12;;02:09:00
MTB;2024-03-16;58,01696094;;;04:31:50;116;137;181,48;102;152;0;0;0;;;;;;;04:31:00
MTB;2024-03-17;66,78482031;169;1044;04:35:27;114;144;270,49;92;150;0;0;0;103;42;62;46;22;;04:35:00
Day Off;2024-03-18;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-03-19;108,0763438;205;1361;03:26:56;132;175;335,45;57;114;15;16;5;73;33;32;27;43;;03:26:00
Strength;2024-03-19;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-03-20;44,88673828;198;482;02:28:45;117;147;196,07;51;80;0;0;0;49;16;20;28;35;;02:28:00
MTB;2024-03-20;17,55803906;174;852;01:08:40;116;140;68;27;36;0;0;0;25;14;13;10;7;;01:08:00
MTB;2024-03-21;67,04239063;181;1054;04:50:07;120;161;297,96;98;181;3;0;0;102;43;58;53;35;;04:50:00
Day Off;2024-03-22;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-03-23;47,20087109;197;653;02:45:16;119;149;220,57;54;96;0;0;0;58;14;19;33;42;;02:45:00
MTB;2024-03-23;15,97742969;174;682;01:00:43;117;141;62,34;23;35;0;0;0;22;7;14;12;6;;01:00:00
MTB;2024-03-24;63,90914063;169;640;04:28:23;112;139;259,38;106;127;0;0;0;101;39;61;49;19;;04:28:00
Day Off;2024-03-25;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2024-03-25;23,74016016;156;568;01:07:09;102;128;50,57;36;14;0;0;0;27;20;17;3;0;;01:07:00
MTB;2024-03-26;60,70482813;183;652;02:25:26;124;178;287,19;55;65;6;13;3;64;35;16;7;23;;02:25:00
MTB;2024-03-27;17,67618945;193;530;00:45:38;120;150;48,11;16;28;0;0;0;13;9;11;9;3;;00:45:00
Bike;2024-03-27;0;159;411;02:01:30;117;133;79,66;49;67;0;0;0;32;87;3;0;0;;02:01:00
Bike;2024-03-28;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-03-28;18,32083984;175;504;01:03:52;116;138;59,11;25;34;0;0;0;21;12;17;10;3;;01:03:00
MTB;2024-03-29;15,75240039;188;965;01:24:43;135;174;132,7;16;55;10;3;0;38;8;7;10;22;;01:24:00
MTB;2024-03-30;7,015299805;161;460;00:22:14;117;141;16,97;8;12;0;0;0;9;6;6;1;1;;00:22:00
Bike;2024-03-30;2,100409912;191;517;00:25:23;134;162;31,07;5;20;1;0;0;8;7;4;3;3;;00:25:00
MTB;2024-03-30;21,85490039;307;1405;01:22:54;136;176;249,35;14;52;11;5;1;30;3;3;4;43;;01:22:00
MTB;2024-03-30;6,180759766;146;354;00:12:07;112;146;7,4;7;4;0;0;0;5;5;1;0;0;;00:12:00
MTB;2024-04-01;45,73182031;173;568;02:53:46;123;145;157,65;56;116;0;0;0;58;39;44;23;9;;02:53:00
Bike;2024-04-02;23,27567969;108;1352;01:01:26;113;169;65,66;43;10;3;1;0;51;2;1;1;6;;01:01:00
Bike;2024-04-02;0;138;666;00:52:01;117;173;82,45;40;8;1;2;0;39;8;1;0;4;;00:52:00
Day Off;2024-04-03;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-04-04;25,20958984;121;882;01:51:32;129;166;78,62;33;62;14;2;0;76;12;8;6;10;;01:51:00
MTB;2024-04-05;7,1405;129;392;00:31:00;110;142;19,75;12;13;0;0;0;17;6;6;2;0;;00:31:00
Bike;2024-04-05;0;173;1133;00:25:29;138;167;25,25;4;16;5;1;0;9;5;7;2;2;;00:25:00
MTB;2024-04-05;8,296150391;207;1115;00:27:41;161;180;60,34;0;8;1;7;13;15;1;1;1;9;;00:27:00
MTB;2024-04-05;4,103439941;46;208;00:19:18;107;126;2,59;17;2;0;0;0;19;1;0;0;0;;00:19:00
MTB;2024-04-06;17,18856055;138;1237;01:07:38;127;166;58,73;25;33;8;1;0;42;9;6;4;7;;01:07:00
Bike;2024-04-07;1,60377002;162;501;00:31:32;126;165;31,52;7;18;3;2;0;14;10;4;1;3;;00:31:00
MTB;2024-04-07;3,970340088;58;410;00:14:59;118;140;3,18;8;7;0;0;0;13;1;0;0;0;;00:14:00
MTB;2024-04-07;25,44350977;244;1178;01:19:53;165;179;167,61;1;5;6;47;22;34;6;5;4;31;;01:19:00
MTB;2024-04-09;48,40805078;157;779;02:28:12;122;167;180,17;53;87;3;3;0;68;36;24;12;8;;02:28:00
MTB;2024-04-11;22,90149023;149;1120;01:38:42;131;164;100,64;22;51;18;1;0;58;12;9;6;14;;01:38:00
MTB;2024-04-12;5,044970215;0;0;00:20:51;;;;;;;;;;;;;;;00:20:00
Bike;2024-04-12;4,935029785;0;0;00:36:31;129;166;34,5;14;12;7;4;0;;;;;;;00:36:00
MTB;2024-04-12;9,466669922;0;0;00:23:15;168;177;49,89;1;1;0;5;17;;;;;;;00:23:00
MTB;2024-04-12;44,18471094;0;0;01:33:33;87;139;51,26;9;14;0;0;0;;;;;;;01:33:00
MTB;2024-04-13;5,890450195;0;0;00:22:01;;;;;;;;;;;;;;;00:22:00
Bike;2024-04-13;4,678810059;0;0;00:31:56;129;161;26,09;6;24;2;0;0;;;;;;;00:31:00
MTB;2024-04-13;25,13642969;31;1946;01:12:48;168;175;2,88;0;0;3;54;15;70;1;1;0;1;;01:12:00
MTB;2024-04-13;14,6497998;97;985;00:36:27;122;136;56,25;12;25;0;0;0;31;4;0;0;2;;00:36:00
MTB;2024-04-14;45,36973047;1;368;02:02:39;126;152;0,43;37;85;0;0;0;123;0;0;0;0;;02:02:00
MTB;2024-04-15;15,52162012;0;0;00:49:02;103;128;30,67;27;9;0;0;0;;;;;;;00:49:00
Bike;2024-04-16;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-04-16;64,07391016;0;0;02:50:46;134;171;156,68;28;127;12;4;0;;;;;;;02:50:00
MTB;2024-04-17;15,43325977;26;153;02:53:13;121;173;139,23;66;85;8;3;0;173;0;0;0;0;;02:53:00
MTB;2024-04-18;8,627730469;5;910;00:34:19;139;171;0,37;9;8;13;6;0;34;0;0;0;0;;00:34:00
MTB;2024-04-18;17,39240039;0;0;01:13:01;133;173;71,42;19;36;15;2;0;;;;;;;01:13:00
MTB;2024-04-19;7,668879883;115;296;00:24:43;107;129;11,52;14;7;0;0;0;16;8;1;0;0;;00:24:00
MTB;2024-04-19;6,069350098;164;1093;00:20:59;131;171;33,31;5;12;2;1;0;11;3;2;1;3;;00:20:00
Bike;2024-04-19;0;209;745;00:20:46;130;161;27,47;4;16;1;0;0;5;6;4;2;3;;00:20:00
MTB;2024-04-19;9,404160156;313;1199;00:20:50;170;179;59,08;0;0;0;8;12;7;1;1;1;11;;00:20:00
MTB;2024-04-19;9,465769531;126;653;00:29:29;120;151;17,42;14;16;0;0;0;17;8;3;0;0;;00:29:00
MTB;2024-04-20;8,331620117;104;860;00:35:29;111;159;19,22;18;11;1;0;0;27;4;1;1;2;;00:35:00
Bike;2024-04-20;3,623199951;196;663;00:34:27;128;165;43,26;7;24;2;1;0;10;11;5;5;4;;00:34:00
MTB;2024-04-20;10,29333984;129;404;00:31:43;114;143;18,83;16;13;0;0;0;18;8;5;1;0;;00:31:00
MTB;2024-04-20;20,56493945;272;1257;01:00:46;164;175;133,01;1;1;13;42;9;22;4;4;5;27;;01:00:00
Run;2024-04-24;7,815799805;;;01:00:47;117;148;49,52;20;36;0;0;0;;;;;;;01:00:00
Bike;2024-04-24;0,00531;176;299;01:03:31;115;133;48,53;24;36;0;0;0;12;40;12;1;0;;01:03:00
Run;2024-04-25;6,876339844;;;00:41:26;129;151;60,75;8;33;0;0;0;;;;;;;00:41:00
Strength;2024-04-25;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
Bike;2024-04-25;30,1267207;193;922;01:46:26;118;142;114,1;35;63;0;0;0;56;7;10;22;12;;01:46:00
Strength;2024-04-26;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
Bike;2024-04-26;37,185;166;868;02:35:10;117;141;138,7;54;92;0;0;0;59;28;38;22;8;;02:35:00
Strength;2024-04-27;0;;;00:27:00;;;;;;;;;;;;;;;00:27:00
Bike;2024-04-27;28,70014063;183;914;01:24:53;123;172;168;35;38;4;8;0;40;16;11;7;11;;01:24:00
Bike;2024-04-27;31,08030078;213;1065;01:33:15;130;167;203,23;23;55;10;5;0;34;19;16;11;13;;01:33:00
Bike;2024-04-28;100,6460391;207;634;03:23:44;129;155;226,65;41;162;1;0;0;45;40;57;48;14;;03:23:00
Strength;2024-04-28;0;;;00:45:00;;;;;;;;;;;;;;;00:45:00
Day Off;2024-04-29;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2024-04-30;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2024-04-30;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-04-30;33,60971875;170;1281;01:52:05;126;162;166,26;38;69;5;0;0;51;17;16;15;12;;01:52:00
MTB;2024-04-30;24,59316992;194;794;01:20:45;131;175;166,88;18;50;5;5;2;33;9;13;10;16;;01:20:00
Strength;2024-05-01;0;;;00:30:00;;;;;;;;;;;;;;;00:30:00
MTB;2024-05-01;49,02735938;168;882;03:16:60;123;150;201,89;58;131;0;0;0;77;24;35;41;20;;03:16:00
Strength;2024-05-03;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-05-03;24,24236914;192;818;01:31:27;125;151;111,2;25;65;0;0;0;31;10;15;20;16;;01:31:00
Bike;2024-05-04;5,527779785;251;1009;00:23:48;142;172;47,62;2;13;7;2;0;4;4;3;4;8;;00:23:00
MTB;2024-05-04;4,57725;174;946;00:21:23;132;151;21,79;2;19;0;0;0;9;3;3;2;3;;00:21:00
MTB;2024-05-04;29,875;289;1247;01:32:25;167;182;274,07;10;9;3;10;16;35;3;3;4;47;;01:32:00
Bike;2024-05-05;107,4934688;191;737;03:55:18;127;150;227,56;47;187;0;0;0;59;56;72;42;5;;03:55:00
Walk;2024-05-06;0;;;01:00:00;;;;;;;;;;;;;;;01:00:00
Strength;2024-05-07;0;;;00:25:00;;;;;;;;;;;;;;;00:25:00
Bike;2024-05-07;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-05-07;0;;;00:25:00;;;;;;;;;;;;;;;00:25:00
MTB;2024-05-07;41,71921094;210;978;02:07:29;133;176;229,21;31;70;11;17;1;44;15;18;17;35;;02:07:00
Bike;2024-05-08;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-05-08;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-05-08;13,01687988;179;1060;01:05:49;132;164;94,81;17;37;11;1;0;34;6;5;4;16;;01:05:00
MTB;2024-05-09;7,919540039;182;1012;00:43:10;143;168;58,85;4;26;10;4;0;21;4;3;4;11;;00:43:00
MTB;2024-05-10;4,846080078;156;1240;00:29:13;;;32,82;;;;;;17;3;2;2;5;;00:29:00
Bike;2024-05-10;0,926359985;235;726;00:28:18;142;168;44,01;3;16;7;2;0;5;4;8;6;5;;00:28:00
MTB;2024-05-10;3,230429932;324;1478;00:10:13;171;180;39,72;0;1;0;4;6;4;0;0;0;5;;00:10:00
MTB;2024-05-10;7,223640137;149;511;00:28:30;115;143;12,72;17;11;0;0;0;26;1;1;0;1;;00:28:00
Strength;2024-05-10;0;;;00:45:27;96;135;27,16;18;8;0;0;0;;;;;;;00:45:00
MTB;2024-05-11;7,096459961;167;689;00:36:18;133;157;34,19;7;27;2;0;0;17;6;4;3;6;;00:36:00
Bike;2024-05-11;5,639419922;224;752;00:38:31;134;170;54,05;7;27;2;2;0;11;5;8;7;7;;00:38:00
MTB;2024-05-11;7,593379883;110;350;00:35:60;114;140;17,29;20;15;0;0;0;23;9;3;1;0;;00:35:00
MTB;2024-05-11;22,73716992;292;1233;01:17:46;166;176;205,28;1;1;9;56;14;27;3;4;4;39;;01:17:00
MTB;2024-05-12;8,966660156;205;460;00:28:53;125;147;34,87;3;22;0;0;0;7;2;8;10;2;;00:28:00
Bike;2024-05-13;19,99711914;172;430;00:46:45;;;42,09;;;;;;18;6;14;8;1;;00:46:00
Bike;2024-05-14;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-05-14;0;;;00:45:00;;;;;;;;;;;;;;;00:45:00
MTB;2024-05-14;52,16330078;173;1194;02:59:20;122;154;189,44;60;112;1;0;0;69;29;39;30;12;;02:59:00
Run;2024-05-15;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-05-15;53,25226172;178;992;03:02:55;122;173;240,66;58;106;2;5;0;69;35;41;24;14;;03:02:00
MTB;2024-05-16;7,920910156;170;843;00:40:05;118;141;35,03;18;21;0;0;0;16;8;7;5;3;;00:40:00
Strength;2024-05-16;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-05-17;16,29433008;174;1190;01:17:00;136;170;103,68;14;38;17;5;0;36;6;7;9;19;;01:17:00
Bike;2024-05-18;8,278450195;99;321;00:30:38;115;163;11,11;16;14;0;0;0;25;1;3;2;0;;00:30:00
Bike;2024-05-18;0;233;620;00:31:24;137;170;47,94;3;25;2;2;0;5;7;10;4;6;;00:31:00
MTB;2024-05-18;26,40234961;313;1182;01:27:44;169;182;238,8;19;14;5;18;20;24;4;3;4;53;;01:27:00
MTB;2024-05-19;13,86584961;162;1685;01:05:43;129;162;76,07;9;55;2;0;0;35;10;8;5;9;;01:05:00
MTB;2024-05-19;22,8800293;175;1529;01:38:32;131;167;99,46;16;75;6;2;0;40;17;17;10;14;;01:38:00
MTB;2024-05-20;27,99888086;174;1345;01:38:12;131;165;95,29;18;72;7;1;0;42;15;17;13;10;;01:38:00
Strength;2024-05-20;2,519129883;;;00:36:02;107;135;23,46;18;13;0;0;0;;;;;;;00:36:00
Bike;2024-05-21;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-05-21;36,42941016;;;01:58:43;128;163;95,74;27;82;9;1;0;;;;;;;01:58:00
MTB;2024-05-21;28,24833008;195;849;01:18:10;121;155;112,08;27;43;2;0;0;30;9;8;8;24;;01:18:00
MTB;2024-05-22;46,69275;198;794;01:57:45;122;140;126,51;32;82;0;0;0;31;21;30;26;9;;01:57:00
Bike;2024-05-23;14,0749502;174;1201;01:07:29;126;162;77,07;18;45;3;0;0;31;9;8;6;13;;01:07:00
Strength;2024-05-23;2,722889893;;;00:36:14;114;145;24,8;16;16;0;0;0;;;;;;;00:36:00
MTB;2024-05-24;16,0002002;202;1184;01:12:57;129;168;106,99;16;51;4;2;0;29;7;8;10;19;;01:12:00
MTB;2024-05-25;9,002509766;110;1203;00:34:12;106;137;17,35;20;9;0;0;0;23;6;3;1;1;;00:34:00
Bike;2024-05-25;2,22001001;197;898;00:41:00;133;178;68,35;8;24;5;2;1;13;10;7;4;8;;00:41:00
MTB;2024-05-25;24,18864063;301;1502;01:20:23;167;178;244,18;0;1;12;51;19;28;3;3;4;43;;01:20:00
MTB;2024-05-25;4,692640137;102;628;00:14:50;114;132;6,39;10;5;0;0;0;10;3;1;0;0;;00:14:00